traceID,spanID,starttime,operationName,servicename,podname,childSpanId,childTraceId,duration,http.status_code,container,instance,container_cpu_usage_seconds_total,container_memory_working_set_bytes,trace_length
ba17990206955345,1ccc8b85516b2788,2022-07-13T10:45:00.000000,GET,ts-route-service,ts-route-service-7487b7b9-457v2,ba17990206955345,ba17990206955345,141612,200,ts-route-service,10.252.1.22:10250,95.204174061,359342080.0,2
ff3555e224a5776a,df80c5fe64cb1e92,2022-07-13T10:45:00.000000,getTrainTypeByTripId,ts-travel-service,ts-travel-service-f6bbd6b76-tw6wx,f4c7d4428d577115,ff3555e224a5776a,204010,200,ts-travel-service,10.252.1.21:10250,98.886087773,302796800.0,7
c3b4179b96dc5829,c3b4179b96dc5829,2022-07-13T10:10:00.000000,pay,ts-inside-payment-service,ts-inside-payment-service-8496fc9c89-ht8z4,,,348493,200,ts-inside-payment-service,10.252.1.23:10250,93.92975444,,1
60e68471a5b569b9,bbb5a2704a75fbf6,2022-07-13T10:15:00.000000,delete,ts-contacts-service,ts-contacts-service-9b4bdbcf9-hv7dl,9f69b125c65faa79,60e68471a5b569b9,10517,200,ts-contacts-service,10.252.1.23:10250,85.634430965,285683712.0,3
ad03959058fe7469,ad03959058fe7469,2022-07-13T10:15:00.000000,collectTicket,ts-execute-service,ts-execute-service-746ffd9f99-64m9n,,,699590,200,ts-execute-service,10.252.1.23:10250,83.80164586,280596480.0,1
69ef478f87e7f655,69ef478f87e7f655,2022-07-13T10:15:00.000000,executeTicket,ts-order-other-service,ts-order-other-service-59f8f84cb7-d7g25,,,511842,200,ts-order-other-service,10.252.1.23:10250,103.008133337,320143360.0,1
5203cb8b61b2152d,7654371696be7d91,2022-07-13T10:45:00.000000,GET,ts-travel-service,ts-travel-service-f6bbd6b76-tw6wx,584abaf775a50445,5203cb8b61b2152d,21433,200,ts-travel-service,10.252.1.21:10250,98.886087773,302796800.0,4
58663a90e5c893c5,9d011ea318b236c6,2022-07-13T10:10:00.000000,GET,ts-price-service,ts-price-service-77fbb6bd5c-kw6dk,72b3490c9af8df59,58663a90e5c893c5,186678,200,ts-price-service,10.252.1.22:10250,83.8423791,332025856.0,6
119d3d0c7e20ef98,119d3d0c7e20ef98,2022-07-13T10:15:00.000000,getAllUsers,ts-user-service,ts-user-service-65bb455fd9-trf5b,,,306381,200,ts-user-service,10.252.1.21:10250,83.445293481,286236672.0,1
ff3555e224a5776a,c8f73ba1b7e4f701,2022-07-13T10:45:00.000000,retrieve,ts-config-service,ts-config-service-7d5798457d-kxl74,ca675ec8d9fad34a,ff3555e224a5776a,9414,200,ts-config-service,10.252.1.23:10250,94.999473947,326893568.0,7
