traceID,spanID,starttime,operationName,servicename,podname,childSpanId,childTraceId,duration,http.status_code,container,instance,node_namespace_pod_container:container_memory_working_set_bytes,container_memory_working_set_bytes,container_cpu_usage_seconds_total,node_namespace_pod_container:container_cpu_usage_seconds_total:sum_irate
aca41a6e5bd34138,3b1830744e21b718,2022-07-11T12:40:00.000000,GET,ts-travel-service,ts-travel-service-5f6894cd8f-lx5pn,aca41a6e5bd34138,aca41a6e5bd34138,114890,200,ts-travel-service,10.252.1.23:10250,337641472.0,337641472.0,102.476219715,0.0017045280434564178
db7a35fa9218b622,4eed4ec8288d863b,2022-07-11T12:50:00.000000,getFoodStoresByStationIds,ts-food-map-service,ts-food-map-service-657cbf8d8-6h89j,f000af3c99e2e023,db7a35fa9218b622,76478,200,ts-food-map-service,10.252.1.23:10250,314052608.0,314048512.0,94.331432074,0.0011497647764776111
aca41a6e5bd34138,ee7deea727fa6606,2022-07-11T12:40:00.000000,queryById,ts-route-service,ts-route-service-5f4bbf4f76-85zcp,0ece3280f9e14710,aca41a6e5bd34138,7084,200,ts-route-service,10.252.1.23:10250,321699840.0,321703936.0,99.856226802,0.0015411034425301812
05b1316fa8c6319d,5ffbdfccee285ce9,2022-07-11T13:10:00.000000,registerUser,ts-user-service,ts-user-service-85897d6844-v74t4,1b3d2d0019168f16,05b1316fa8c6319d,716220,201,ts-user-service,10.252.1.21:10250,341778432.0,341778432.0,78.561285133,0.0016152521333334371
803c729aca6856a7,6b943029703df26f,2022-07-11T13:15:00.000000,getLeftTicketOfInterval,ts-config-service,ts-config-service-759c9f6d8c-kr6cg,e08243cd1d958a84,803c729aca6856a7,284544,200,ts-config-service,10.252.1.23:10250,358305792.0,358522880.0,100.180288337,0.001185333767361266
8b473716848385eb,a3c3461aa472ecc7,2022-07-11T13:10:00.000000,DELETE,ts-admin-basic-info-service,ts-admin-basic-info-service-fb65795d7-szxct,8b473716848385eb,8b473716848385eb,238154,200,ts-admin-basic-info-service,10.252.1.23:10250,333729792.0,333733888.0,81.157257129,0.0008636300000001521
2dd72146e014554e,63d195b6d806a3cb,2022-07-11T12:50:00.000000,retrieve,ts-station-service,ts-station-service-59769fc4b9-vg4qh,7d2dfce60ecb1678,2dd72146e014554e,6484,200,ts-station-service,10.252.1.23:10250,315867136.0,316174336.0,101.065972498,0.01571465439877295
272acb06905f8dfa,05a1ef8e051eac4e,2022-07-11T12:55:00.000000,queryForStationId,ts-train-service,ts-train-service-678b9f78f5-m7k8g,e19e37a792de1d2c,272acb06905f8dfa,6877,200,ts-train-service,10.252.1.23:10250,304746496.0,304746496.0,98.405165342,0.0019726857666668707
4c69c97877723688,3112e5f807971a9b,2022-07-11T13:15:00.000000,queryForStationId,ts-order-other-service,ts-order-other-service-5c864785f8-hzn6r,d327fbda3904da05,4c69c97877723688,6685,200,ts-order-other-service,10.252.1.23:10250,324390912.0,324390912.0,99.096326655,0.009279605635683792
9d236122f52cfa33,3946926d2bd36688,2022-07-11T13:10:00.000000,getPriceByWeightAndRegion,ts-consign-price-service,ts-consign-price-service-6fd455d5f6-9x4w4,f4c1744b8d00e12f,9d236122f52cfa33,104670,200,ts-consign-price-service,10.252.1.23:10250,311410688.0,311410688.0,91.038686643,0.0011499014333333927
272acb06905f8dfa,080fbd405468f430,2022-07-11T12:55:00.000000,POST,ts-basic-service,ts-basic-service-7fb9b4c7d7-xtctw,272acb06905f8dfa,272acb06905f8dfa,3192384,200,ts-basic-service,10.252.1.23:10250,340611072.0,340611072.0,90.665693276,0.0009240845666667497
a743eabe364b86fa,59796a055476eef0,2022-07-11T13:00:00.000000,update,ts-station-service,ts-station-service-59769fc4b9-vg4qh,d5f5c57fde9d7a61,a743eabe364b86fa,13926,200,ts-station-service,10.252.1.23:10250,316522496.0,316526592.0,102.365936608,0.0011470876666663798
39ac171c9bf396bf,54dd64324b97bb1d,2022-07-11T13:10:00.000000,retrieve,ts-price-service,ts-price-service-6bd49f6b8-tjf7j,5484362274c1c2aa,39ac171c9bf396bf,7591,200,ts-price-service,10.252.1.23:10250,307867648.0,307863552.0,94.06357777,0.0009403182333334333
35e3a1e5719bd582,4691cc02af6b8b78,2022-07-11T12:45:00.000000,queryForStationId,ts-basic-service,ts-basic-service-7fb9b4c7d7-xtctw,3e6f64c387379470,35e3a1e5719bd582,4718,200,ts-basic-service,10.252.1.23:10250,334970880.0,335171584.0,87.869375923,0.005906426133333298
3b1b3aa6824de3ce,7ed526e062ee803b,2022-07-11T12:45:00.000000,getContactsByContactsId,ts-security-service,ts-security-service-56f94556cf-grrvm,cab0a899b4253c20,3b1b3aa6824de3ce,195129,200,ts-security-service,10.252.1.23:10250,313425920.0,313516032.0,87.591872784,0.003596386033333469
